993.45,160
,
994.15,159
,
995.15,159
,
996.15,159
,
997.35,160
,
998.25,159
,
999.25,159
,
1000.25,159
,
1001.46,159
,
1002.15,159
,
1003.15,160
,
1004.15,159
,
1005.35,159
,
1006.25,159
,
1007.25,159
,
1008.25,160
,
1009.25,159
,
1010.15,160
,
1011.15,159
,
1012.15,159
,
1013.35,159
,
1014.25,159
,
1015.25,160
,
1016.25,160
,
1017.45,160
,
1018.15,160
,
1019.15,159
,
1020.05,160
,
1021.35,177
,
1022.45,188
,
1023.26,189
,
1024.26,191
,
1025.15,190
,
1026.16,189
,
1027.15,189
,
1028.35,189
,
1029.27,190
,
1030.27,190
,
1031.26,189
,
1032.26,190
,
1033.15,191
,
1034.16,190
,
1035.15,190
,
1036.35,188
,
1037.28,189
,
1038.28,189
,
1039.27,189
,
1040.16,189
,
1041.15,189
,
1042.15,190
,
1043.15,189
,
1044.36,190
,
1045.28,190
,
1046.3,190
,
1047.28,190
,
1048.15,189
,
1049.15,189
,
1050.15,190
,
1051.15,189
,
1052.35,190
,
1053.25,189
,
1054.25,189
,
1055.26,190
,
1056.25,189
,
1057.16,189
,
1058.15,189
,
1059.35,189
,
1060.36,190
,
1061.26,189
,
1062.26,189
,
1063.45,189
,
1064.16,189
,
1065.16,190
,
1066.16,190
,
1067.35,189
,
1068.25,189
,
1069.25,190
,
1070.26,189
,
1071.26,190
,
1072.16,189
,
1073.16,190
,
1074.16,190
,
1075.36,189
,
1076.26,189
,
1077.26,189
,
1078.26,189
,
1079.26,190
,
1080.16,189
,
1081.16,189
,
1082.16,190
,
1083.35,190
,
1084.26,189
,
1085.26,190
,
1086.26,189
,
1087.26,189
,
1088.16,190
,
1089.16,190
,
1090.15,189
,
1091.36,190
,
1092.26,189
,
1093.26,189
,
1094.26,188
,
1095.26,190
,
1096.16,190
,
1097.16,190
,
1098.36,190
,
1099.26,189
,
1100.26,189
,
1101.26,189
,
1102.25,190
,
1103.16,190
,
1104.16,189
,
1105.15,189
,
1106.55,190
,
1107.26,190
,
1108.26,190
,
1109.26,190
,
1110.26,189
,
1111.16,190
,
1112.36,189
,
1113.35,189
,
1114.36,189
,
1115.25,189
,
1116.65,189
,
1117.45,189
,
1118.45,189
,
1119.36,189
,
1120.36,190
,
1121.36,189
,
1122.36,190
,
1123.26,189
,
1124.26,190
,
1125.26,190
,
1126.46,190
,
1127.37,189
,
1128.37,190
,
1129.36,190
,
1130.26,190
,
1131.26,189
,
1132.46,189
,
1133.46,189
,
1134.46,189
,
1135.37,190
,
1136.37,190
,
1137.36,189
,
1138.26,190
,
1139.46,189
,
1140.26,190
,
1141.46,190
,
1142.37,190
,
1143.36,190
,
1144.38,189
,
1145.36,189
,
1146.26,189
,
1147.26,189
,
1148.25,190
,
1149.66,190
,
1150.36,190
,
1151.36,190
,
1152.36,189
,
1153.36,190
,
1154.26,189
,
1155.46,189
,
1156.26,189
,
1157.46,189
,
1158.36,189
,
1159.36,189
,
1160.36,189
,
1161.36,189
,
1162.26,190
,
1163.45,190
,
1164.26,189
,
1165.45,189
,
1166.36,189
,
1167.36,189
,
1168.36,190
,
1169.35,190
,
1170.26,189
,
1171.26,190
,
1172.46,189
,
1173.36,190
,
1174.36,190
,
1175.36,190
,
1176.36,189
,
1177.46,189
,
1178.26,190
,
1179.26,189
,
1180.46,190
,
1181.36,190
,
1182.36,189
,
1183.36,190
,
1184.36,190
,
1185.26,189
,
1186.26,189
,
1187.26,189
,
1188.46,189
,
1189.35,190
,
1190.36,190
,
1191.36,189
,
1192.36,189
,
1193.26,190
,
1194.26,190
,
1195.26,190
,
1196.46,190
,
1197.36,189
,
1198.36,189
,
1199.36,189
,
1200.36,189
,
1201.26,190
,
1202.26,189
,
1203.46,190
,
1204.46,189
,
1205.36,189
,
1206.36,191
,
1207.56,190
,
1208.36,189
,
1209.26,190
,
1210.26,189
,
1211.46,189
,
1212.55,189
,
1213.36,189
,
1214.36,190
,
1215.36,190
,
1216.36,189
,
1217.26,190
,
1218.26,189
,
1219.46,189
,
1220.35,188
,
1221.36,189
,
1222.36,189
,
1223.36,189
,
1224.26,190
,
1225.26,190
,
1226.26,190
,
1227.46,189
,
1228.36,189
,
1229.36,189
,
1230.36,190
,
1231.36,189
,
1232.26,190
,
1233.25,189
,
1234.26,190
,
1235.46,190
,
1236.36,190
,
1237.36,189
,
1238.36,189
,
1239.36,190
,
1240.48,190
,
1241.26,189
,
1242.46,189
,
1243.46,189
,
1244.36,189
,
1245.56,190
,
1246.36,189
,
1247.36,189
,
1248.26,189
,
1249.46,190
,
1250.86,189
,
1251.35,190
,
1252.36,189
,
1253.36,191
,
1254.55,190
,
1255.66,189
,
1256.47,189
,
1257.46,189
,
1258.46,189
,
1259.36,189
,
1260.36,189
,
1261.36,208
,
1262.56,219
,
1263.45,219
,
1264.46,220
,
1265.46,220
,
1266.46,219
,
1267.36,219
,
1268.36,219
,
1269.36,220
,
1270.56,219
,
1271.46,219
,
1272.46,220
,
1273.46,220
,
1274.45,219
,
1275.36,219
,
1276.36,219
,
1277.34,220
,
1278.41,220
,
1279.43,220
,
1280.43,219
,
1281.43,220
,
1282.43,220
,
1283.43,220
,
1284.23,219
,
1285.43,219
,
1286.43,219
,
1287.43,220
,
1288.23,220
,
1289.43,219
,
1290.43,220
,
1291.43,221
,
1292.23,221
,
1293.64,220
,
1294.44,220
,
1295.43,219
,
1296.44,219
,
1297.44,219
,
1298.44,219
,
1299.34,219
,
1300.34,219
,
1301.4,219
,
1302.28,219
,
1303.46,219
,
1304.46,219
,
1305.46,219
,
1306.36,219
,
1307.36,220
,
1308.56,219
,
1309.56,219
,
1310.46,220
,
1311.46,220
,
1312.46,220
,
1313.46,219
,
1314.36,219
,
1315.36,219
,
1316.56,219
,
1317.66,219
,
1318.66,220
,
1319.46,220
,
1320.47,220
,
1321.46,219
,
1322.36,219
,
1323.36,220
,
1324.56,219
,
1325.46,219
,
1326.66,219
,
1327.46,219
,
1328.46,220
,
1329.36,220
,
1330.36,220
,
1331.36,221
,
1332.56,220
,
1333.46,219
,
1334.46,219
,
1335.46,220
,
1336.46,219
,
1337.36,219
,
1338.36,218
,
1339.36,219
,
1340.56,219
,
1341.46,220
,
1342.46,220
,
1343.46,220
,
1344.46,220
,
1345.36,219
,
1346.36,219
,
1347.56,220
,
1348.76,220
,
1349.46,220
,
1350.46,220
,
1351.46,220
,
1352.46,220
,
1353.36,219
,
1354.36,219
,
1355.56,219
,
1356.67,219
,
1357.46,219
,
1358.46,219
,
1359.46,219
,
1360.46,219
,
1361.36,219
,
1362.36,219
,
1363.56,218
,
1364.66,219
,
1365.46,220
,
1366.46,219
,
1367.46,219
,
1368.36,219
,
1369.36,219
,
1370.36,220
,
1371.56,220
,
1372.66,221
,
1373.46,220
,
1374.46,220
,
1375.46,219
,
1376.36,219
,
1377.36,219
,
1378.56,219
,
1379.56,219
,
1380.46,219
,
1381.46,220
,
1382.46,219
,
1383.46,219
,
1384.36,219
,
1385.36,219
,
1386.56,219
,
1387.56,220
,
1388.46,220
,
1389.46,220
,
1390.46,220
,
1391.46,220
,
1392.36,219
,
1393.36,220
,
1394.56,219
,
1395.56,219
,
1396.46,220
,
1397.66,220
,
1398.46,220
,
1399.46,220
,
1400.36,219
,
1401.36,219
,
1402.56,220
,
1403.46,220
,
1404.46,219
,
1405.46,219
,
1406.46,220
,
1407.36,220
,
1408.36,220
,
1409.36,219
,
1410.56,219
,
1411.46,219
,
1412.46,219
,
1413.46,220
,
1414.46,219
,
1415.36,219
,
1416.36,220
,
1417.56,219
,
1418.56,219
,
1419.46,219
,
1420.46,220
,
1421.46,220
,
1422.46,220
,
1423.36,218
,
1424.36,220
,
1425.56,220
,
1426.56,219
,
1427.46,219
,
1428.46,219
,
1429.46,219
,
1430.46,219
,
1431.36,219
,
1432.36,220
,
1433.56,220
,
1434.56,218
,
1435.66,219
,
1436.46,220
,
1437.46,220
,
1438.46,220
,
1439.36,221
,
1440.36,220
,
1441.56,219
,
1442.46,219
,
1443.46,220
,
1444.46,219
,
1445.46,220
,
1446.36,220
,
1447.36,219
,
1448.36,219
,
1449.56,220
,
1450.46,220
,
1451.46,220
,
1452.46,218
,
1453.46,219
,
1454.36,220
,
1455.36,220
,
1456.56,220
,
1457.56,218
,
1458.46,219
,
1459.46,219
,
1460.46,219
,
1461.46,220
,
1462.36,220
,
1463.36,220
,
1464.56,219
,
1465.56,219
,
1466.46,219
,
1467.46,220
,
1468.46,219
,
1469.46,219
,
1470.56,218
,
1471.36,220
,
1472.56,221
,
1473.56,220
,
1474.46,220
,
1475.46,219
,
1476.46,219
,
1477.46,218
,
1478.36,219
,
1479.36,219
,
1480.56,220
,
1481.66,220
,
1482.46,220
,
1483.66,219
,
1484.46,219
,
1485.36,219
,
1486.36,219
,
1487.56,219
,
1488.56,220
,
1489.46,220
,
1490.46,220
,
1491.46,219
,
1492.46,220
,
1493.36,220
,
1494.36,219
,
1495.56,219
,
1496.56,220
,
1497.46,219
,
1498.46,219
,
1499.46,220
,
1500.46,220
,
1501.56,238
,
1502.36,249
,
1503.56,251
,
1504.56,250
,
1505.46,250
,
1506.46,249
,
1507.46,249
,
1508.46,249
,
1509.36,248
,
1510.36,248
,
1511.56,249
,
1512.56,250
,
1513.46,250
,
1514.46,250
,
1515.46,249
,
1516.46,249
,
1517.36,249
,
1518.36,250
,
1519.56,251
,
1520.66,250
,
1521.46,250
,
1522.46,250
,
1523.46,249
,
1524.36,249
,
1525.36,250
,
1526.56,251
,
1527.56,250
,
1528.46,250
,
1529.46,250
,
1530.46,250
,
1531.46,250
,
1532.36,250
,
1533.36,249
,
1534.56,249
,
1535.56,248
,
1536.46,249
,
1537.46,249
,
1538.46,249
,
1539.66,249
,
1540.36,250
,
1541.36,249
,
1542.56,249
,
1543.76,250
,
1544.46,249
,
1545.46,251
,
1546.46,251
,
1547.46,249
,
1548.36,248
,
1549.36,248
,
1550.56,249
,
1551.66,249
,
1552.46,250
,
1553.46,250
,
1554.46,250
,
1555.46,250
,
1556.36,250
,
1557.36,249
,
1558.56,249
,
1559.66,250
,
1560.46,248
,
1561.46,250
,
1562.46,250
,
1563.36,249
,
1564.36,249
,
1565.56,249
,
1566.56,249
,
1567.46,250
,
1568.46,250
,
1569.46,249
,
1570.46,249
,
1571.36,249
,
1572.56,249
,
1573.56,250
,
1574.56,249
,
1575.66,249
,
1576.46,251
,
1577.46,250
,
1578.46,251
,
1579.36,251
,
1580.36,250
,
1581.56,249
,
1582.56,249
,
1583.66,249
,
1584.46,249
,
1585.46,250
,
1586.46,249
,
1587.36,250
,
1588.36,251
,
1589.56,250
,
1590.56,250
,
1591.46,250
,
1592.46,250
,
1593.46,249
,
1594.46,248
,
1595.36,249
,
1596.56,249
,
1597.56,250
,
1598.46,249
,
1599.46,249
,
1600.46,249
,
1601.46,250
,
1602.36,249
,
1603.36,249
,
1604.56,249
,
1605.56,250
,
1606.46,249
,
1607.46,249
,
1608.46,250
,
1609.46,250
,
1610.36,249
,
1611.36,249
,
1612.56,250
,
1613.56,250
,
1614.46,250
,
1615.46,249
,
1616.46,250
,
1617.46,250
,
1618.56,250
,
1619.36,249
,
1620.56,249
,
1621.56,250
,
1622.46,250
,
1623.46,250
,
1624.46,249
,
1625.46,249
,
1626.36,250
,
1627.36,250
,
1628.56,249
,
1629.56,250
,
1630.46,251
,
1631.46,251
,
1632.46,250
,
1633.46,249
,
1634.36,249
,
1635.56,249
,
1636.56,249
,
1637.46,250
,
1638.46,250
,
1639.46,249
,
1640.46,250
,
1641.36,251
,
1642.36,250
,
1643.56,249
,
1644.56,251
,
1645.46,250
,
1646.46,249
,
1647.46,249
,
1648.46,249
,
1649.36,248
,
1650.36,250
,
1651.56,250
,
1652.56,249
,
1653.46,248
,
1654.46,249
,
1655.46,249
,
1656.46,250
,
1657.36,251
,
1658.36,250
,
1659.56,250
,
1660.56,250
,
1661.46,248
,
1662.46,249
,
1663.46,248
,
1664.46,249
,
1665.36,249
,
1666.36,249
,
1667.76,251
,
1668.56,250
,
1669.46,250
,
1670.46,249
,
1671.46,248
,
1672.46,250
,
1673.36,250
,
